"OTUname","kingdom","phylum","class","order","family","genus","species","A","B","C"
"OTU_1428","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_420","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","methylpentosum",0.584402026946505,0,0
"OTU_423","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae","unclassified Coriobacteriaceae",1.95996398454005,0,0
"OTU_822","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","1-68","unclassified 1-68",0,0,0
"OTU_1110","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","producta",1.95996398454005,0,0
"OTU_1111","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_926","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster","citroniae",1.95996398454005,0,0
"OTU_1335","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","producta",1.95996398454005,0,0
"OTU_933","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","unclassified Corynebacterium",0,0,0
"OTU_50","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","plebeius",-1.27106907394998,-3.34252852528512,0
"OTU_1156","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_132","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonellaceae","unclassified Veillonellaceae",0,0,0
"OTU_737","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_927","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified Dorea",1.56435806527895,0,0
"OTU_929","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_71","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_605","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unclassified Pseudomonas",0,0,0
"OTU_250","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_1119","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Peptoniphilus","unclassified Peptoniphilus",0,0,0
"OTU_847","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","S24-7","unclassified S24-7",0,0,0
"OTU_1120","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","unclassified Dialister",0,0,0
"OTU_789","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridium","difficile",0.584402026946505,0,0
"OTU_1115","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum","unclassified Ochrobactrum",0,0,0
"OTU_1022","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1439","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridium","difficile",0.584402026946505,0,0
"OTU_1299","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","baratii",0.584402026946505,0,0
"OTU_294","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_1274","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","unclassified Lachnospira",1.95996398454005,-2.61205414122928,0
"OTU_1014","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella","unclassified Christensenella",0,0,0
"OTU_683","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans",-2.05374891063182,0,1.95996398454005
"OTU_819","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus","unclassified Mobiluncus",0,0,0
"OTU_1293","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","gnavus",1.95996398454005,-1.95996398454005,0
"OTU_516","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","methylpentosum",0.584402026946505,0,0
"OTU_399","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae","unclassified Clostridiaceae",0,0,0
"OTU_720","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_1338","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella","hathewayi",1.95996398454005,0,0
"OTU_768","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","schaedleri",1.95996398454005,0,0
"OTU_81","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","unclassified Sutterella",0,0,0
"OTU_90","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","unclassified Sutterella",0,0,0
"OTU_694","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified Prevotella",1.95996398454005,0,0
"OTU_1358","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_820","Bacteria","Tenericutes","Mollicutes","RF39","unclassified RF39","unclassified RF39","unclassified unclassified RF39",0,0,0
"OTU_1006","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1004","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_863","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_458","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_848","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_854","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Gemmiger","formicilis",1.95996398454005,0,0
"OTU_665","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_832","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified Prevotella",1.95996398454005,0,0
"OTU_446","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Sarcina","unclassified Sarcina",0,0,0
"OTU_1052","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_447","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_638","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified Prevotella",1.95996398454005,0,0
"OTU_844","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1351","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster","clostridioformis",1.95996398454005,0,0
"OTU_1174","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_453","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_175","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","reuteri",0,0,0
"OTU_1116","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_770","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified Prevotella",1.95996398454005,0,0
"OTU_1003","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7","S24-7","unclassified S24-7",0,0,0
"OTU_674","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Gemmiger","formicilis",1.95996398454005,0,0
"OTU_241","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","unclassified Porphyromonas",0,0,0
"OTU_1117","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","symbiosum",0.584402026946505,0,0
"OTU_1447","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae","unclassified Rikenellaceae",1.95996398454005,0,0
"OTU_911","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella","hathewayi",1.95996398454005,0,0
"OTU_1150","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lactonifactor","longoviformis",1.95996398454005,0,0
"OTU_1151","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","unclassified Delftia",0,0,0
"OTU_1146","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster","aldenensis",1.95996398454005,0,0
"OTU_1147","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","gordonii",0,1.95996398454005,0
"OTU_1417","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1039","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_1247","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_1440","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster","citroniae",1.95996398454005,0,0
"OTU_1302","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified Dorea",1.56435806527895,0,0
"OTU_974","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_1103","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_845","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paraprevotellaceae","Prevotella","unclassified Prevotella",0,0,0
"OTU_509","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified Coprococcus",1.95996398454005,0,0
"OTU_988","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","unclassified Oribacterium",1.95996398454005,0,0
"OTU_1049","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia","mucilaginosa",0,0,0
"OTU_668","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","unclassified Corynebacterium",0,0,0
"OTU_1314","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","unclassified Desulfovibrio",0,0,0
"OTU_659","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella","dispar",-1.95996398454005,0,0
"OTU_987","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","gordonii",0,1.95996398454005,0
"OTU_123","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified Prevotella",1.95996398454005,0,0
"OTU_156","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_16","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","unclassified RF32","unclassified RF32","unclassified unclassified RF32",0,0,0
"OTU_127","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_918","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_106","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified Coprococcus",1.95996398454005,0,0
"OTU_164","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Macellibacteroides","fermentans",0,0,0
"OTU_360","Bacteria","Cyanobacteria","4C0d-2","YS2","unclassified YS2","unclassified YS2","unclassified unclassified YS2",0,0,0
"OTU_157","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","unclassified RF32","unclassified RF32","unclassified unclassified RF32",0,0,0
"OTU_153","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","unclassified Anaerotruncus",1.95996398454005,0,0
"OTU_455","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_113","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","unclassified RF32","unclassified RF32","unclassified unclassified RF32",0,0,0
"OTU_202","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_505","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacteriaceae","unclassified Mogibacteriaceae",0,0,0
"OTU_83","Bacteria","Cyanobacteria","4C0d-2","YS2","unclassified YS2","unclassified YS2","unclassified unclassified YS2",0,0,0
"OTU_328","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","unclassified Butyricimonas",-2.15707270447901,0,0
"OTU_1377","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","unclassified Sutterella",0,0,0
"OTU_260","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_877","Bacteria","Tenericutes","Mollicutes","RF39","unclassified RF39","unclassified RF39","unclassified unclassified RF39",0,0,0
"OTU_103","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_324","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Cytophagales","QSSC5-1",0,0,0
"OTU_570","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_522","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_221","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_215","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_1360","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_181","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","unclassified Methanobrevibacter",0,0,0
"OTU_755","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_521","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_649","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Papillibacter","cinnamivorans",1.95996398454005,0,0
"OTU_359","Bacteria","Proteobacteria","Alphaproteobacteria","RF32","unclassified RF32","unclassified RF32","unclassified unclassified RF32",0,0,0
"OTU_1357","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster","lavalensis",1.95996398454005,0,0
"OTU_590","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_316","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_352","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_919","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster","citroniae",1.95996398454005,0,0
"OTU_1361","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_271","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus",1.95996398454005,0,0
"OTU_1399","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis",0,1.95996398454005,0
"OTU_392","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallaceae","unclassified Victivallaceae",0,0,0
"OTU_1451","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","unclassified Desulfovibrio",0,0,0
"OTU_1394","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Dictyostelium","fasciculatum",0,0,0
"OTU_465","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_670","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_486","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_421","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_483","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Defluviitalea","saccharophila",1.95996398454005,0,0
"OTU_709","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_882","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_686","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified Clostridium",0.584402026946505,0,0
"OTU_841","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","unclassified Dorea",1.56435806527895,0,0
"OTU_512","Bacteria","Firmicutes","Clostridia","Clostridiales","EtOH8","EtOH8","unclassified EtOH8",0,0,0
"OTU_561","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_830","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1078","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified Coprococcus",1.95996398454005,0,0
"OTU_332","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum","unclassified Anaerofilum",1.95996398454005,0,0
"OTU_229","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","unclassified Lachnospiraceae",1.95996398454005,0,0
"OTU_252","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified Prevotella",1.95996398454005,0,0
"OTU_691","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_1363","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_1359","Bacteria","Tenericutes","Mollicutes","RF39","unclassified RF39","unclassified RF39","unclassified unclassified RF39",0,0,0
"OTU_883","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified Blautia",1.95996398454005,0,0
"OTU_1334","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis",-1.27106907394998,-3.34252852528512,0
"OTU_901","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_368","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1366","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified Bacteroides",-1.27106907394998,-3.34252852528512,0
"OTU_621","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_804","Bacteria","Firmicutes","Clostridia","Clostridiales","Dehalobacteriaceae","Dehalobacterium","unclassified Dehalobacterium",0,0,0
"OTU_408","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified Coprococcus",1.95996398454005,0,0
"OTU_880","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_831","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","colinum",0.584402026946505,0,0
"OTU_833","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","unclassified Oscillospira",-1.95996398454005,0,0
"OTU_886","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified Roseburia",1.95996398454005,0,0
"OTU_636","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_1182","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1367","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_485","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacteriaceae","unclassified Mogibacteriaceae",0,0,0
"OTU_407","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_881","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_757","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_711","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_589","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_1365","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1381","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_1153","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified Clostridium",0.584402026946505,0,0
"OTU_1397","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_900","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified Clostridiales","unclassified Clostridiales","unclassified unclassified Clostridiales",0,0,0
"OTU_1398","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_829","Bacteria","Firmicutes","Clostridia","Clostridiales","Dehalobacteriaceae","Dehalobacterium","unclassified Dehalobacterium",0,0,0
"OTU_508","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified Ruminococcus",1.95996398454005,-1.95996398454005,0
"OTU_902","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_828","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_739","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
"OTU_731","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae","unclassified Christensenellaceae",0,0,0
"OTU_1279","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","methylpentosum",0.584402026946505,0,0
"OTU_710","Bacteria","Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Anaerococcus","unclassified Anaerococcus",0,0,0
"OTU_1430","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","prausnitzii",1.95996398454005,3.36352062135103,2.88613889634095
"OTU_471","Bacteria","Firmicutes","Clostridia","Clostridiales","Mogibacteriaceae","Mogibacteriaceae","unclassified Mogibacteriaceae",0,0,0
"OTU_1291","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified Parabacteroides",0,1.95996398454005,0
"OTU_909","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","unclassified Butyricimonas",-2.15707270447901,0,0
"OTU_722","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","unclassified Ruminococcaceae",1.95996398454005,0,0
